claim_id,description,actual_severity,filing_date
CLM00187,Minor bumper contact in parking garage on 13 days ago. 2020 GMC Sierra. Both parties exchanged information.,Low,2025-09-22
CLM00188,Shopping cart dent on tail light at Providence shopping center on 265 days ago. 2019 Audi A4. Superficial damage only.,Low,2025-01-13
CLM00189,URGENT: 2018 Jeep Wrangler stolen from Malden Parking Garage on 51 days ago. Vehicle found abandoned three days later with severe damage. fender and hood destroyed. Interior vandalized. Police report filed. Recovery investigation ongoing.,High,2025-08-15
CLM00190,Total loss - 2019 Honda Accord completely submerged during flooding on Union Street near Waltham on 170 days ago. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.,High,2025-04-18
CLM00191,Vehicle struck by falling branch during storm on 10/09/2024. 2019 Audi A4 has damage to fender and windshield. Tree maintenance company notified.,Medium,2024-10-09
CLM00192,Head-on collision on Highland Ave near Hartford on 02/01/2025. 2020 Chevrolet Silverado sustained catastrophic front-end damage. Engine likely destroyed. Airbags deployed. Emergency services on scene. Vehicle total loss.,High,2025-02-01
CLM00193,Vehicle damaged by shopping cart blown by wind on 62 days ago. 2018 Ford F-150 has dents on passenger side. Security footage available.,Medium,2025-08-04
CLM00194,URGENT: 2020 GMC Sierra stolen from Lynn Parking Garage on 285 days ago. Vehicle found abandoned three days later with severe damage. trunk and driver side door destroyed. Interior vandalized. Police report filed. Recovery investigation ongoing.,High,2024-12-24
CLM00195,Windshield chip from road debris on 194 days ago while driving on Forest Drive. 2020 Toyota Camry. Small chip needs repair before it spreads.,Low,2025-03-25
CLM00196,Minor collision at stoplight on 07/17/2025. 2020 GMC Sierra bumped from behind. Damage to headlight.,Medium,2025-07-17
CLM00197,Tire damage from pothole on River Road on 05/02/2025. 2019 Infiniti Q50. Tire needs replacement.,Low,2025-05-02
CLM00198,"Broken quarter panel discovered on October 09, 2024 at Springfield Shopping Center. Likely vandalism while parked. 2018 Ford F-150.",Low,2024-10-09
CLM00199,"Tree fell on 2020 Subaru Outback during severe storm on 07/07/2025 at 5662 Pleasant St, Quincy. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2025-07-07
CLM00200,Side-swiped on highway near Lowell on 09/23/2025. 2020 GMC Sierra has damage to passenger side and windshield. Other driver cited for unsafe lane change.,Medium,2025-09-23
CLM00201,"Minor collision at stoplight on June 04, 2025. 2019 Honda Accord bumped from behind. Damage to fender.",Medium,2025-06-04
CLM00202,Small scratch along passenger side noticed on 08/27/2025. Unknown cause. 2021 Volkswagen Jetta parked at Lynn Shopping Center.,Low,2025-08-27
CLM00203,"URGENT: House fire at 3520 Pleasant St, Springfield on February 03, 2025. Kitchen completely destroyed. Smoke and fire damage throughout first floor. Estimated damage $150,000. Fire department report available. Family displaced.",High,2025-02-03
CLM00204,"Minor collision at stoplight on June 08, 2025. 2022 Acura MDX bumped from behind. Damage to tail light.",Medium,2025-06-08
CLM00205,"Tree fell on 2019 Infiniti Q50 during severe storm on 04/08/2025 at 6852 Park Ave, Springfield. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2025-04-08
CLM00206,"Minor bumper contact in parking garage on February 28, 2025. 2018 Dodge Ram. Both parties exchanged information.",Low,2025-02-28
CLM00207,Hit and run while parked on 47 days ago at Hartford Parking Garage. 2019 Hyundai Elantra has significant damage to hood. Witnesses provided partial plate number.,Medium,2025-08-19
CLM00208,"Small dent from hail storm on September 04, 2025. 2020 Chevrolet Silverado parked at Waltham Mall. quarter panel affected.",Low,2025-09-04
CLM00209,Broken quarter panel discovered on 257 days ago at Providence Plaza. Likely vandalism while parked. 2022 Acura MDX.,Low,2025-01-21
CLM00210,Minor parking lot incident on 03/21/2025. Small scratch on front bumper of my 2019 Audi A4. No injuries. Other party left contact information.,Low,2025-03-21
CLM00211,Minor bumper contact in parking garage on 07/08/2025. 2021 Mazda CX-5. Both parties exchanged information.,Low,2025-07-08
CLM00212,Small scratch along windshield noticed on 11/27/2024. Unknown cause. 2021 Volkswagen Jetta parked at Newton Mall.,Low,2024-11-27
CLM00213,"Tire damage from pothole on Main St on February 14, 2025. 2021 Volkswagen Jetta. Tire needs replacement.",Low,2025-02-14
CLM00214,Collision with deer on Park Ave near Lynn on 323 days ago. 2021 Mazda CX-5 has front-end damage including rear bumper and driver side door. Police report available.,Medium,2024-11-16
CLM00215,"Fender bender on June 24, 2025 at Highland Ave in Cambridge. 2018 Jeep Wrangler damage to headlight. Both drivers remained at scene.",Medium,2025-06-24
CLM00216,Total loss - 2021 Mazda CX-5 completely submerged during flooding on Highland Ave near Hartford on 05/19/2025. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.,High,2025-05-19
CLM00217,Small dent from hail storm on 271 days ago. 2021 Volkswagen Jetta parked at Somerville Mall. trunk affected.,Low,2025-01-07
CLM00218,"Bird damage to paint on hood on December 22, 2024. 2020 Kia Sorento. Etching visible, needs touch-up.",Low,2024-12-22
CLM00219,Windshield chip from road debris on 12/13/2024 while driving on Church St. 2019 Audi A4. Small chip needs repair before it spreads.,Low,2024-12-13
CLM00220,"Backed into pole in parking lot on 48 days ago at Hartford Mall. 2020 Kia Sorento has dent in tail light. My fault, estimated repair cost $3,500.",Medium,2025-08-18
CLM00221,"Hit and run while parked on March 23, 2025 at Cambridge Plaza. 2022 Mercedes-Benz C-Class has significant damage to fender. Witnesses provided partial plate number.",Medium,2025-03-23
CLM00222,Windshield chip from road debris on 22 days ago while driving on Park Ave. 2019 Hyundai Elantra. Small chip needs repair before it spreads.,Low,2025-09-13
CLM00223,Hit by opening car door on 47 days ago at Waltham Mall. Damage to quarter panel of my 2018 Dodge Ram. Other party admitted fault.,Medium,2025-08-19
CLM00224,"Vehicle damaged by shopping cart blown by wind on July 06, 2025. 2020 Lexus RX has dents on hood. Security footage available.",Medium,2025-07-06
CLM00225,Broken headlight discovered on 06/14/2025 at Medford Parking Garage. Likely vandalism while parked. 2019 Audi A4.,Low,2025-06-14
CLM00226,"Broken hood discovered on December 13, 2024 at Lynn Shopping Center. Likely vandalism while parked. 2020 Toyota Camry.",Low,2024-12-13
CLM00227,Vehicle damaged by shopping cart blown by wind on 04/23/2025. 2022 Mercedes-Benz C-Class has dents on headlight. Security footage available.,Medium,2025-04-23
CLM00228,Minor bumper contact in parking garage on 78 days ago. 2022 Acura MDX. Both parties exchanged information.,Low,2025-07-19
CLM00229,"Minor bumper contact in parking garage on January 18, 2025. 2021 Volvo XC90. Both parties exchanged information.",Low,2025-01-18
CLM00230,Small scratch along fender noticed on 06/03/2025. Unknown cause. 2020 Subaru Outback parked at Worcester Parking Garage.,Low,2025-06-03
CLM00231,Windshield chip from road debris on 12/06/2024 while driving on Church St. 2018 Ford F-150. Small chip needs repair before it spreads.,Low,2024-12-06
CLM00232,Collision with deer on Elm Street near Worcester on 04/17/2025. 2021 Mazda CX-5 has front-end damage including side mirror and headlight. Police report available.,Medium,2025-04-17
CLM00233,"Backed into pole in parking lot on 02/11/2025 at Worcester Shopping Center. 2019 Infiniti Q50 has dent in rear bumper. My fault, estimated repair cost $3,500.",Medium,2025-02-11
CLM00234,Vehicle struck by falling branch during storm on 03/03/2025. 2019 Honda Accord has damage to hood and windshield. Tree maintenance company notified.,Medium,2025-03-03
CLM00235,Broken passenger side discovered on 03/19/2025 at Somerville Plaza. Likely vandalism while parked. 2019 Honda Accord.,Low,2025-03-19
CLM00236,"Bird damage to paint on hood on June 26, 2025. 2021 Mazda CX-5. Etching visible, needs touch-up.",Low,2025-06-26
CLM00237,"Small dent from hail storm on July 18, 2025. 2019 Infiniti Q50 parked at Cambridge Shopping Center. hood affected.",Low,2025-07-18
CLM00238,Tire damage from pothole on Church St on 02/18/2025. 2020 GMC Sierra. Tire needs replacement.,Low,2025-02-18
CLM00239,Vehicle struck by falling branch during storm on 04/23/2025. 2020 Subaru Outback has damage to side mirror and windshield. Tree maintenance company notified.,Medium,2025-04-23
CLM00240,Minor scrape on rear bumper while parking on 30 days ago at Waltham Plaza. 2019 Audi A4. Paint transfer visible.,Low,2025-09-05
CLM00241,Vehicle struck by falling branch during storm on 11/07/2024. 2019 Audi A4 has damage to tail light and windshield. Tree maintenance company notified.,Medium,2024-11-07
CLM00242,Vehicle damaged by shopping cart blown by wind on 164 days ago. 2018 Ford F-150 has dents on headlight. Security footage available.,Medium,2025-04-24
CLM00243,Vehicle damaged by shopping cart blown by wind on 226 days ago. 2019 Honda Accord has dents on tail light. Security footage available.,Medium,2025-02-21
CLM00244,"Bird damage to paint on hood on May 08, 2025. 2020 Chevrolet Silverado. Etching visible, needs touch-up.",Low,2025-05-08
CLM00245,"Fender bender on October 23, 2024 at Forest Drive in Somerville. 2019 Honda Accord damage to front bumper. Both drivers remained at scene.",Medium,2024-10-23
CLM00246,Hit and run while parked on 23 days ago at Cambridge Shopping Center. 2021 Volvo XC90 has significant damage to rear bumper. Witnesses provided partial plate number.,Medium,2025-09-12
CLM00247,"Hit and run while parked on October 02, 2025 at Somerville Shopping Center. 2020 Toyota Camry has significant damage to quarter panel. Witnesses provided partial plate number.",Medium,2025-10-02
CLM00248,Minor bumper contact in parking garage on 115 days ago. 2022 Acura MDX. Both parties exchanged information.,Low,2025-06-12
CLM00249,"Minor scrape on headlight while parking on July 29, 2025 at Brookline Parking Garage. 2020 Chevrolet Silverado. Paint transfer visible.",Low,2025-07-29
CLM00250,"Backed into pole in parking lot on June 06, 2025 at Lynn Plaza. 2021 Volvo XC90 has dent in side mirror. My fault, estimated repair cost $3,500.",Medium,2025-06-06
CLM00251,Minor scrape on tail light while parking on 06/14/2025 at Somerville Parking Garage. 2022 Mercedes-Benz C-Class. Paint transfer visible.,Low,2025-06-14
CLM00252,Broken passenger side discovered on 04/12/2025 at Worcester Mall. Likely vandalism while parked. 2022 Acura MDX.,Low,2025-04-12
CLM00253,Minor parking lot incident on 176 days ago. Small scratch on hood of my 2022 Acura MDX. No injuries. Other party left contact information.,Low,2025-04-12
CLM00254,Vehicle damaged by shopping cart blown by wind on 12/15/2024. 2021 Volvo XC90 has dents on front bumper. Security footage available.,Medium,2024-12-15
CLM00255,Tire damage from pothole on Summer St on 10/22/2024. 2019 Hyundai Elantra. Tire needs replacement.,Low,2024-10-22
CLM00256,"Bird damage to paint on hood on 321 days ago. 2021 Tesla Model 3. Etching visible, needs touch-up.",Low,2024-11-18
CLM00257,Minor collision at stoplight on 277 days ago. 2019 Audi A4 bumped from behind. Damage to trunk.,Medium,2025-01-01
CLM00258,Tire damage from pothole on Union Street on 12/14/2024. 2020 GMC Sierra. Tire needs replacement.,Low,2024-12-14
CLM00259,Minor scrape on fender while parking on 12/06/2024 at Malden Mall. 2021 Volkswagen Jetta. Paint transfer visible.,Low,2024-12-06
CLM00260,Rear-ended at intersection of Forest Drive and Highland Ave in Waltham on 08/16/2025. My 2020 Chevrolet Silverado sustained moderate damage to passenger side. Police report filed.,Medium,2025-08-16
CLM00261,"My 2020 Kia Sorento was struck by drunk driver on April 10, 2025 at Providence Plaza. Extensive damage to headlight, quarter panel, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2025-04-10
CLM00262,"Backed into pole in parking lot on 92 days ago at Boston Mall. 2022 Acura MDX has dent in tail light. My fault, estimated repair cost $3,500.",Medium,2025-07-05
CLM00263,"Devastating hail storm on 79 days ago damaged 2018 Ford F-150 and property. Multiple dents across hood, roof, and trunk. Windows cracked. Vehicle requires extensive repairs. Storm damage assessment needed.",High,2025-07-18
CLM00264,"Vehicle damaged by shopping cart blown by wind on May 27, 2025. 2019 Nissan Altima has dents on side mirror. Security footage available.",Medium,2025-05-27
CLM00265,Small scratch along trunk noticed on 11/13/2024. Unknown cause. 2019 Hyundai Elantra parked at Providence Mall.,Low,2024-11-13
CLM00266,Fender bender on 05/01/2025 at Highland Ave in Quincy. 2021 Tesla Model 3 damage to tail light. Both drivers remained at scene.,Medium,2025-05-01
CLM00267,"Bird damage to paint on hood on April 13, 2025. 2018 Dodge Ram. Etching visible, needs touch-up.",Low,2025-04-13
CLM00268,Minor bumper contact in parking garage on 11/19/2024. 2019 Audi A4. Both parties exchanged information.,Low,2024-11-19
CLM00269,Minor bumper contact in parking garage on 144 days ago. 2019 Nissan Altima. Both parties exchanged information.,Low,2025-05-14
CLM00270,"Tire damage from pothole on Hill Ave on November 24, 2024. 2019 Audi A4. Tire needs replacement.",Low,2024-11-24
CLM00271,URGENT: 2018 Ford F-150 stolen from Lynn Shopping Center on 04/30/2025. Vehicle found abandoned three days later with severe damage. side mirror and hood destroyed. Interior vandalized. Police report filed. Recovery investigation ongoing.,High,2025-04-30
CLM00272,Minor collision at stoplight on 81 days ago. 2021 Volkswagen Jetta bumped from behind. Damage to windshield.,Medium,2025-07-16
